ASIN,Product Name,Product Price,Promo Price,Price Match,Product URL,Seller Type,Condition Type
B0BSR8959Z,"GIGABYTE AORUS 17H: 17.3"" Thin Bezel FHD1920x1080 360Hz Display, NVIDIA GeForce RTX 4080 Laptop GPU 12GB GDDR6, Intel Core i7-13700H,16GB DDR5 RAM, 1TB SSD,Win11 Home AD(AORUS 17H BXF-74US554SH),Black",1633.96,2199.0,Mismatch,https://www.amazon.com/dp/B0BSR8959Z,3rd Party,Used
B0B3SLQDQF,"Gigabyte AORUS FI32U-SA-R 32"" 4K SS IPS Gaming Monitor (Exclusive Built-in ANC/3840x2160 Display/144 Hz Refresh Rate/1ms Response Time (GTG)/KVM USB Type-C/Supports AMD FreeSync Premium Pro) (RENEWED)",569.99,569.99,Match,https://www.amazon.com/dp/B0B3SLQDQF,Amazon,New
B0B4MJBSD9,"Gigabyte S55U 55"" 120Hz 4K UHD Gaming Monitor, VA, 3840x2160 Display, 2ms Response Time (GTG), 2X HDMI 2.1 (48G, eARC), 2X HDMI 2.0, 2X USB 3.2 Gen 1 (S55U-SA),Black",,999.99,Price not available,https://www.amazon.com/dp/B0B4MJBSD9,3rd Party,Used
B0BVRF9XKS,"GIGABYTE AERO 16 OLED: 16"" 16:10 4K UHD+ 3840x2400 60Hz OLED, NVIDIA GeForce RTX 4070 GPU 8GB GDDR6, Intel Core i7-13700H, 16GB DDR5 RAM, 1TB SSD, Windows 11 Home (AERO 16 OLED BSF-73US994SH)",1699.0,2099.0,Mismatch,https://www.amazon.com/dp/B0BVRF9XKS,Amazon,New
B0CV2VVTX4,GIGABYTE - AORUS 17X (2024) Gaming Laptop - 240Hz 2560x1440 QHD - NVIDIA GeForce RTX 4090 - Intel i9-14900HX - 2TB SSD with 32GB DDR5 RAM - Windows 11 Home AD (AORUS 17X AZG-65US665SH),3299.0,3699.0,Mismatch,https://www.amazon.com/dp/B0CV2VVTX4,Amazon,New
B0CG2QBHCP,"GIGABYTE GS27FC 27"" 180Hz 1080P Gaming Monitor, 1920 x 1080 VA 1500R Display, 1ms (MPRT) Response Time, HDR Ready, FreeSync Premium, 1x Display Port 1.4, 2X HDMI 2.0,Black",189.99,174.99,Mismatch,https://www.amazon.com/dp/B0CG2QBHCP,3rd Party,New
B0C3Z74ZP5,"GIGABYTE M27U - 27"" IPS Gaming Monitor - UHD 3840x2160 - 160Hz - 1ms MPRT - AMD FreeSync Premium Pro - Type C KVM - HDMI, DP, Type C - Height Adjustable - Black (M27U-SA)",403.91,549.99,Mismatch,https://www.amazon.com/dp/B0C3Z74ZP5,3rd Party,Used
B0CGGZ3XBG,"GIGABYTE AORUS 16: 16.0"" 16:10 QHD+ 2560x1600 240Hz, NVIDIA GeForce RTX 4060 Laptop GPU 8GB GDDR6, Intel Core i7-13700H, 16GB DDR4 RAM, 1TB SSD, Win11 Home AD (AORUS 16 BKF-73US654SH)",1149.0,1599.0,Mismatch,https://www.amazon.com/dp/B0CGGZ3XBG,Amazon,New
B0D3HBK8LP,"GIGABYTE AORUS 17 YE5: 17.3"" Thin Bezel FHD 1920x1080 IPS- Intel Core i9-12900H- NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB GDDR6-32GB DDR5 RAM- 1TB SSD- Win11 Pro (AORUS 17 YE5-A4US544SP-R)(Renewed)",,1649.99,Price not available,https://www.amazon.com/dp/B0D3HBK8LP,3rd Party,Used
B0D3HD1XFH,GIGABYTE - AORUS 17G YD Gaming Laptop - 300Hz FHD 1920x1080 - NVIDIA GeForce RTX 3080 - Intel i7-11800H - 512GB M.2 SSD with 32GB DDR4 RAM - Windows 10 Home (AORUS 17G YD-73US345SH-R) (Renewed),,1499.99,Price not available,https://www.amazon.com/dp/B0D3HD1XFH,3rd Party,Used
B0CV2SCH63,GIGABYTE - G6 (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4060 - Intel i7-13620H - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home (G6 KF-H3US854KH),999.0,1099.0,Mismatch,https://www.amazon.com/dp/B0CV2SCH63,Amazon,New
B0D3H8J99H,"GIGABYTE U4 UD - 14.0"" FHD - i7-1195G7 - Intel Iris Xe Graphics - 512 GB PCIe SSD - Laptop (U4 UD-70US823SH-R) (Renewed)",576.09,599.99,Mismatch,https://www.amazon.com/dp/B0D3H8J99H,Amazon,New
